class,采集时间,纵向变位平均值,纵向变位标准差,横向变位平均值,横向变位标准差
239,2021-05-05 15:50:00.000,-42.07695688160672,4.134971199240956,-32.96139586973826,2.5131174722287377
240,2021-05-05 16:00:00.000,-38.248297812768214,2.3629914884608274,-32.824524486411825,2.0938707876164786
241,2021-05-05 16:10:00.000,-38.63751790783172,1.9803440295294368,-33.438988017104414,2.5542723539026473
242,2021-05-05 16:20:00.000,-30.796167784066668,3.189245887819923,-36.72392711194225,3.6683712705547333
243,2021-05-05 16:30:00.000,-23.778020252041454,3.0906686107518873,-40.54852862470003,3.3375677717940704
244,2021-05-05 16:40:00.000,-27.461508578971838,3.555210317856995,-42.249089119443646,3.3594719641563486
245,2021-05-05 16:50:00.000,-33.97344958603708,1.8494228911900172,-43.78326666200125,2.8360398588103934
246,2021-05-05 17:00:00.000,-29.56331214092643,3.2478691909617674,-29.97810246189919,4.494426853638928
247,2021-05-05 17:10:00.000,-29.402263098334497,3.371679045289994,-31.56763827118381,3.8677551991546086
248,2021-05-05 17:20:00.000,-32.07465940177328,2.460277371749613,-39.021882339810396,1.3815162054157686
249,2021-05-05 17:30:00.000,-32.90414825484116,2.200603255035915,-31.653891779408482,2.6076613340747605
250,2021-05-05 17:40:00.000,-32.70624212503516,3.2197603906550896,-27.661076137229237,2.5535730659637723
251,2021-05-05 17:50:00.000,-39.911671689751294,6.017981290829389,-31.270465883010413,1.8584304098851168
252,2021-05-05 18:00:00.000,-39.175071103622436,3.1044275105258445,-33.99700898320362,2.159095756597037
253,2021-05-05 18:10:00.000,-41.27906429338949,4.015856969232706,-32.220751932246074,2.6427419136565624
254,2021-05-05 18:20:00.000,-33.272997579008106,2.423460731105131,-29.000118804046284,4.130011760079006
255,2021-05-05 18:30:00.000,-24.55001291604148,4.781426136922694,-28.736454304296497,1.9100611118003443
256,2021-05-05 18:40:00.000,-20.02726901045207,2.6594677288791475,-27.789737386426168,2.831713986449908
257,2021-05-05 18:50:00.000,-17.98262383591338,2.29884853229983,-23.953673261714446,1.8607148159781588
258,2021-05-05 19:00:00.000,-21.647790080290218,3.6997148757288154,-30.7722158882136,1.522007701143386
259,2021-05-05 19:10:00.000,-33.167052553105826,4.921481262619612,-32.350438262978464,3.389370536807825
260,2021-05-05 19:20:00.000,-38.80359656395421,2.5550515403574967,-35.73647720868348,1.724328326210934
261,2021-05-05 19:30:00.000,-31.64927443500173,4.060645648814611,-31.69576354281019,4.788984815885559
262,2021-05-05 19:40:00.000,-17.171473116718555,4.177663756213499,-22.246285062252586,2.73424676119216
263,2021-05-05 19:50:00.000,-18.47808940431571,6.314830875119296,-25.990543960001613,5.328266703852144
264,2021-05-05 20:00:00.000,-17.263505706836686,2.586253294182349,-23.56507444406351,2.1289542096796517
265,2021-05-05 20:10:00.000,-17.273066025719046,3.094759203228979,-22.25424759208874,3.116252075286293
266,2021-05-05 20:20:00.000,-10.663461013768869,2.0171827914027674,-18.169332383346525,2.181147338105103
267,2021-05-05 20:30:00.000,-13.35481791235327,3.0484004207520368,-19.50071116782021,1.7193852217219796
268,2021-05-05 20:40:00.000,-17.276249748166716,2.06178680550099,-17.01330293740998,1.6582350289365155
269,2021-05-05 20:50:00.000,-14.753581036074358,3.9499288475910816,-14.235127736540377,3.6226746874328595
